Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"7-836, boulevard Maloney Est",295000.0,Gatineau (Gatineau),Outaouais,2,1,1,1,83.61,991.5,2139.0,139.0,600.0,350.0
"405-7026, rue Saint-André",485000.0,Rosemont / La Petite Patrie,Montréal / l'Île,1,1,1,2,80.8,766.9,3435.0,432.0,1500.0,650.0
45 rue des Cornalines,379308.0,St-Henri-de-Lévis,Chaudière-Appalaches,2,1,1,1,117.06,766.9,2778.46,275.0,1740.0,1150.5
"908, route Fraser",280000.0,Beauceville,Chaudière-Appalaches,3,1,1,2,117.06,766.9,1457.43,77.06,1740.0,1150.5
"439, rue Marie-Justine",495000.0,Ste-Anne-Des-Plaines,Laurentides,4,2,1,2,120.77,463.99,2800.0,215.0,1740.0,1150.5
"1365, rue Houle",500000.0,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,6,2,1,1,117.06,766.9,4499.52,280.0,3300.0,1600.0
"1745, rue des Frères-Giroux",489500.0,Sherbrooke (Fleurimont),Estrie,5,2,1,2,145.02,590.68,2968.26,252.0,1740.0,1150.5
"201-1480, rue Wolfe",385900.0,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,2,1,1,3,60.2,766.9,2214.7,283.69,741.58,668.76
"8349-8351, Rue David-Boyer",890000.0,LaSalle,Montréal / l'Île,6,1,1,2,117.06,312.2,4686.12,607.02,970.0,2430.0
"34, rue Claude",885000.0,Shefford,Estrie,2,3,1,3,169.46,7369.4,3543.33,426.21,1740.0,1150.5
"541, boulevard Auger Est",288000.0,Alma,Saguenay-Lac-Saint-Jean,4,2,1,1,101.45,766.9,2099.0,157.0,2500.0,1150.5
rue Séraphin,185000.0,Ste-Adèle,Laurentides,4,2,1,2,117.06,4936.68,536.0,28.9,1740.0,1150.5
"204-963, rue Grandjean",312000.0,Ste-Foy,Québec Rive-Nord,1,2,1,2,106.9,766.9,2539.8,205.63,720.0,523.0
"303-3848, boulevard Sainte-Anne",249500.0,Beauport,Québec Rive-Nord,2,1,1,1,75.5,766.9,1940.13,137.25,922.2,1150.5
"410-1100, rue de Port-Royal Est",998850.0,Ahuntsic / Cartierville,Montréal / l'Île,4,2,1,1,146.97,766.9,4899.89,627.16,1740.0,1150.5
"2430, avenue de Lisieux",285000.0,Beauport,Québec Rive-Nord,3,2,1,2,100.34,120.33,2680.0,222.21,1740.0,1150.5
"410-785, rue Léonard",549000.0,Ste-Foy,Québec Rive-Nord,2,2,1,2,153.3,766.9,4319.6,399.9,691.43,307.0
"1247-1249, rue Dion",589000.0,Val-David,Laurentides,6,2,1,2,117.06,854.89,4014.0,256.0,1740.0,1702.0
"316, rue Canadienne",525000.0,Val-d'Or,Abitibi-Témiscamingue,4,2,1,1,137.03,918.62,4110.0,364.37,4500.0,1150.5
"611-4984, rue Lionel-Groulx",425000.0,St-Augustin-De-Desmaures,Québec Rive-Nord,2,1,1,1,132.39,194.91,3568.32,286.06,1310.28,1150.5
"227, route 116",280000.0,Cleveland,Estrie,3,2,1,2,209.03,5759.99,1447.0,140.0,1740.0,1150.5
"19, chemin des Conseillers",610900.0,L'Ange-Gardien-Outaouais,Outaouais,2,1,1,1,119.38,766.9,2778.46,275.0,1740.0,1150.5
"130-132-134, place Rodolphe-Duguay",840000.0,Drummondville (Drummondville),Centre-du-Québec,7,3,1,2,117.06,758.74,7560.0,680.0,1740.0,1706.0
"219-3535, avenue Papineau",294500.0,Le Plateau-Mont-Royal,Montréal / l'Île,1,1,1,1,45.71,766.9,1191.13,133.79,260.84,763.0
"106-500, boulevard Notre-Dame",449000.0,Pont-Rouge,Portneuf,2,1,1,2,116.5,317.3,2910.66,219.65,128.03,2265.02
"195, rue de Normandie",1175500.0,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),5,2,1,2,291.99,1306.5,6020.79,607.61,4875.0,1150.5
"614, Adèle-Berthelot",1022270.0,St-Colomban,Laurentides,3,2,1,1,160.63,3331.69,2778.46,275.0,1740.0,1150.5
"7069, rue Giraud",559000.0,Anjou,Montréal / l'Île,2,1,1,2,117.15,766.9,2949.97,321.72,1110.0,703.0
"3-5689, rue de la Roche",347500.0,Rosemont / La Petite Patrie,Montréal / l'Île,1,1,1,1,48.03,766.9,1975.98,216.47,1740.0,1150.5
"404-2700, boulevard de la Côte-Vertu",639000.0,Saint-Laurent,Montréal / l'Île,3,2,1,2,159.79,766.9,3380.0,680.0,1740.0,1150.5
"334, rue des Hauts-Bois",480000.0,Gatineau (Masson-Angers),Outaouais,3,2,1,2,174.66,534.22,2778.46,275.0,1740.0,1150.5
"2114, chemin du Lac-Jim",229000.0,Mansfield-Et-Pontefract,Outaouais,2,1,1,1,111.48,766.9,985.0,100.0,1740.0,800.0
"683, rue des Ormes",425000.0,St-Alexandre-De-Kamouraska,Bas-Saint-Laurent,5,1,1,2,135.27,1021.93,2900.78,201.1,2400.0,1560.0
"1005-25, rue des Émeraudes",297000.0,Repentigny (Repentigny),Lanaudière,1,1,1,1,66.15,766.9,1879.0,308.0,725.0,1150.5
"1258-1262, rue Atateken",1000000.0,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,5,3,1,2,117.06,96.15,4341.0,579.0,1740.0,4154.0
"1532, rue Atmec",420000.0,Gatineau (Gatineau),Outaouais,3,1,1,2,132.2,260.4,2950.0,260.0,2160.0,1150.5
"983, rue Fabien",459000.0,Sherbrooke (Rock Forest),Estrie,4,2,1,1,147.44,650.32,2868.63,204.66,2400.0,1150.5
"689, route 263",238000.0,Ste-Cecile-De-Whitton,Estrie,5,2,1,2,144.93,2385.38,1376.99,65.6,2306.0,1199.91
"425, rue Richard",595000.0,Joliette,Lanaudière,6,4,1,2,117.06,766.9,3901.89,350.9,1740.0,1150.5
"133, rue Geneviève-Tinon",679000.0,St-Augustin-De-Desmaures,Québec Rive-Nord,4,1,1,2,177.63,602.01,4961.89,429.42,3978.96,1150.5
"306-120, avenue Saint-Simon",339000.0,St-Hyacinthe,Montérégie (Rive-Sud Montréal),1,1,1,1,110.18,766.9,1728.7,134.7,850.0,1080.0
"54, rue Saint-Urbain",349000.0,Granby,Estrie,3,1,2,2,92.9,2801.96,2778.46,275.0,1740.0,1150.5
", rue Allegro",120000.0,Trois-Rivières (Ste-Marthe-Du-Cap),Mauricie,4,2,1,2,117.06,668.9,2778.46,275.0,1740.0,1150.5
"11, rue Saint-Bernard",335000.0,St-Damien-De-Buckland,Chaudière-Appalaches,4,2,1,2,117.06,793.5,3893.21,89.26,1740.0,1150.5
"2412-2414-2416, avenue de Maussac",1169000.0,Mascouche,Lanaudière,7,3,3,2,117.06,741.7,8723.64,732.31,1740.0,1249.0
"16, rue des Tilleuls",318000.0,Fossambault-Sur-Le-Lac,Québec Rive-Nord,4,2,1,2,117.06,11203.83,1500.0,500.0,1740.0,1150.5
"32, rue de Pincourt",357500.0,Gatineau (Gatineau),Outaouais,3,1,1,2,111.48,766.9,2333.23,151.79,1740.0,1150.5
"55, avenue de Ramezay",230000.0,Baie-Comeau,Côte-Nord,3,1,1,2,117.06,755.1,2961.75,270.0,2160.0,2130.0
"290, rue du Plateau",349000.0,Grandes-Piles,Mauricie,3,1,1,2,139.35,1486.45,1850.0,165.0,2000.0,1500.0
"4808, rue des Landes",618000.0,St-Augustin-De-Desmaures,Québec Rive-Nord,3,1,1,2,152.7,647.9,4531.92,363.9,3898.2,1298.19
"3493, avenue Buteux",336900.0,Shawinigan (Shawinigan),Mauricie,4,2,1,1,110.37,1114.84,3534.0,152.0,2900.0,1100.0
"1461, 10e Avenue",180000.0,Shawinigan (Grand-Mère),Mauricie,2,1,1,1,75.9,397.2,1017.0,41.84,81.0,51.0
"368, rue des Bruants",915000.0,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),2,1,2,1,115.29,951.51,4994.0,521.43,1639.0,1668.0
"25, avenue des Buissons",338000.0,ND-Des-Prairies,Lanaudière,3,2,1,1,99.68,627.1,2112.72,192.92,2552.64,913.42
"115, chemin Roy",599000.0,ND-Du-Laus,Laurentides,2,2,1,2,145.8,766.9,2475.0,272.0,1740.0,1150.5
"6473, rue du Gabarit",349000.0,Lebourgneuf,Québec Rive-Nord,3,2,1,3,167.23,115.2,2813.0,225.0,1645.0,651.0
"1738, rue des Roses",264000.0,Sherbrooke (Fleurimont),Estrie,2,1,1,2,101.08,153.66,2000.0,126.23,1020.0,637.65
"51, rue Roy",640000.0,Mercier,Montérégie (Rive-Sud Montréal),4,2,1,2,123.1,766.9,3416.45,315.41,1690.0,1150.5
"1594, rue Gilford",390000.0,Le Plateau-Mont-Royal,Montréal / l'Île,2,1,1,1,55.74,83.61,1760.0,211.0,1200.0,915.0
"780-782, chemin de Marieville",444000.0,Richelieu,Montérégie (Rive-Sud Montréal),4,2,1,2,89.19,766.9,3163.0,213.2,1400.0,1000.0
"1-303, rue de la Côte des Neiges",329000.0,Gatineau (Gatineau),Outaouais,2,1,1,1,117.06,766.9,1940.0,115.0,650.0,200.0
"720, rue Murdock",575000.0,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,5,2,1,1,104.98,702.35,3796.0,265.0,3600.0,1800.0
"1169, rue Archambault",510000.0,St-Dominique,Montérégie (Rive-Sud Montréal),4,2,1,2,141.1,766.9,3091.94,253.66,1740.0,1150.5
"2271, rang Versailles",739000.0,St-Côme,Lanaudière,4,1,1,2,197.7,766.9,2778.46,275.0,1856.0,1778.0
"730, avenue Dalquier",615000.0,Ste-Foy,Québec Rive-Nord,6,2,1,1,185.1,802.9,4249.0,383.0,2076.0,1768.0
"940, boulevard Sainte-Geneviève",775000.0,Chicoutimi (Chicoutimi-Nord),Saguenay-Lac-Saint-Jean,4,2,1,2,117.06,1578.61,2778.46,275.0,1740.0,1150.5
"2405, rue de la Metairie",352000.0,Drummondville (Drummondville),Centre-du-Québec,3,2,1,1,117.06,766.9,2061.0,163.0,1779.0,699.0
"4148, rue Maisonneuve",294900.0,Rawdon,Lanaudière,2,1,1,1,97.55,766.9,2052.67,117.15,650.0,1150.5
"245, chemin des Mille-Isles",620000.0,Mille-Isles,Laurentides,3,2,1,2,185.81,5697.37,2778.46,275.0,1740.0,1150.5
"60, rue Guérin",545000.0,Ste-Catherine,Montérégie (Rive-Sud Montréal),3,1,1,1,102.19,617.71,4067.96,282.59,1890.0,1150.5
"329, rue des Villas",699900.0,Sherbrooke (Deauville),Estrie,4,2,1,1,154.68,3498.3,2515.0,275.0,1740.0,1150.5
"203-81, chemin du Relais",829900.0,Chelsea,Outaouais,2,1,1,2,121.98,766.9,2778.46,275.0,1740.0,1150.5
"160, boulevard Sainte-Madeleine",1600000.0,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,4,2,1,2,117.06,766.9,18300.0,550.0,9000.0,12000.0
"114, rue Lanthier",595000.0,Brownsburg-Chatham,Laurentides,4,2,1,1,124.86,808.26,4657.9,553.64,3120.0,1150.5
"1028, rue des Huards",812350.0,St-Jérôme (Bellefeuille),Laurentides,4,2,1,2,202.99,1500.01,5000.0,500.0,1740.0,1150.5
"4310, rue Brousseau",356500.0,Drummondville (Drummondville),Centre-du-Québec,2,1,1,1,98.11,408.77,964.44,19.36,531.55,793.52
"1939, rue du Domaine",1250000.0,Wentworth-Nord,Laurentides,3,2,1,2,325.16,766.9,5574.0,863.0,5826.0,1308.0
"172, rue Désilets",489900.0,Sherbrooke (Fleurimont),Estrie,3,2,1,2,109.44,813.74,3099.89,230.44,1812.0,663.0
"43, chemin du Pipeline",585000.0,Potton (Mansonville),Estrie,2,2,1,2,161.65,61140.61,2019.0,217.0,2000.0,1150.5
"187, rue Le Baron",870000.0,Boucherville,Montérégie (Rive-Sud Montréal),4,2,1,2,162.58,678.19,3504.48,515.69,5350.0,2800.0
"7396, 11e Rang",499000.0,Disraeli,Chaudière-Appalaches,3,1,1,1,117.06,766.9,3100.0,250.0,1740.0,1150.5
"3876, rue Francoise-Loranger",545850.0,Cap-Rouge,Québec Rive-Nord,3,1,1,2,137.5,518.77,2778.46,275.0,1740.0,1150.5
"8383, avenue Henri-Julien",369000.0,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,1,1,1,1,55.09,766.9,1432.0,182.0,547.0,320.0
"5462, rue Waverly",598000.0,Le Plateau-Mont-Royal,Montréal / l'Île,2,1,1,1,117.06,766.9,2562.56,320.75,1510.0,1400.0
"78, rue d'Auteuil",195000.0,Amqui,Bas-Saint-Laurent,3,1,1,2,87.79,766.9,2330.06,118.9,1740.0,1150.5
"1411, rue de Rougemont",449000.0,Chambly,Montérégie (Rive-Sud Montréal),3,2,1,2,98.57,192.03,1707.48,275.0,2006.76,1150.5
"269, 5e Rang",650000.0,Ste-Rose-De-Watford,Chaudière-Appalaches,1,1,1,2,120.4,185958.53,1779.2,134.34,1200.0,1387.0
"103, rue Saint-Pierre",725000.0,Ste-Therese,Laurentides,5,3,1,2,117.06,479.5,5161.21,275.0,1740.0,2167.0
"2457, rue Messier",1375000.0,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,8,8,1,2,117.06,201.9,5450.0,745.0,1234.0,2333.0
"1243, rue Charlemagne",425000.0,Joliette,Lanaudière,3,2,1,1,106.84,766.9,2250.0,213.0,1522.0,745.0
"755, boulevard Kane",315000.0,La Malbaie,Charlevoix,2,2,1,1,117.06,766.9,2778.46,275.0,1740.0,1150.5
"101, rue de Westmount",285000.0,Cowansville,Estrie,2,1,1,2,108.98,640.94,1385.0,239.03,2275.0,158.0
"x, rue Principale",60000.0,La Malbaie (Ste-Agnès),Charlevoix,4,2,1,2,117.06,3716.12,2778.46,275.0,1740.0,1150.5
"1339, rue Gauthier",559000.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),4,1,1,2,117.06,352.94,2647.0,257.0,1740.0,1150.5
"1-900, rue du Gisement",299000.0,Sherbrooke (Mont-Bellevue),Estrie,2,1,1,1,112.23,766.9,2856.44,169.5,600.0,577.0
"651, chemin du Lac Lefebvre",474900.0,St-Zénon,Lanaudière,3,1,1,1,119.01,766.9,1429.82,124.87,3000.0,2964.0
"866, carré Champêtre",459000.0,Boisbriand,Laurentides,3,1,1,2,117.06,319.8,2269.0,226.0,1740.0,1150.5
"214-5101, avenue Eliot",249900.0,Chomedey,Laval,1,1,1,1,46.45,766.9,1774.83,152.24,720.0,1150.5
"125, rue Lévis",675000.0,St-Bruno-De-Montarville,Montérégie (Rive-Sud Montréal),3,2,1,1,102.19,669.74,3110.67,374.86,2195.93,1150.5
"16985, avenue Gaston Doré",205000.0,St-Hyacinthe,Montérégie (Rive-Sud Montréal),4,2,1,2,117.06,452.79,1304.0,43.0,1740.0,1150.5
"311, 49e Rue Ouest",382000.0,Charlesbourg,Québec Rive-Nord,4,2,1,1,111.48,557.4,2854.0,238.0,3000.0,1300.0
"27, rue du Muguet",328000.0,St-Apollinaire,Chaudière-Appalaches,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
", chemin des Goélettes",69000.0,Petite-Rivière-St-François,Charlevoix,4,2,1,2,117.06,4055.31,146.0,2.0,1740.0,1150.5
"1721, rue du Zénith",350000.0,St-Émile,Québec Rive-Nord,3,2,2,3,117.06,766.9,2547.0,212.0,1740.0,1466.08
"1053, rue des Saisons",289000.0,St-Nicolas,Québec Rive-Sud (Lévis),4,2,1,2,117.06,1246.76,3147.3,168.36,1740.0,1150.5
"2262 2264 2266, avenue Choquette",489000.0,Limoilou,Québec Rive-Nord,6,3,1,2,117.06,371.52,4508.25,311.3,3519.02,1150.5
"2488-2492, rue Beaubien Est",1688000.0,Rosemont / La Petite Patrie,Montréal / l'Île,11,6,1,2,117.06,306.49,7211.0,275.0,1740.0,4200.0
"600, avenue Cartier",1200000.0,Sept-Iles,Côte-Nord,4,2,1,2,117.06,3629.4,21446.79,601.31,30568.42,1150.5
"33, chemin du Lac-Nairne",390000.0,St-Aime-Des-Lacs,Charlevoix,2,1,1,2,148.09,132460.04,1444.75,82.66,1217.44,1150.5
"408-785, rue Léonard",699000.0,Ste-Foy,Québec Rive-Nord,3,2,1,2,167.88,766.9,4051.53,431.44,633.15,250.0
"5245, rue Genest",365000.0,Drummondville (Drummondville),Centre-du-Québec,3,2,1,1,91.6,585.29,2117.0,275.0,1420.0,1150.5
"99, rue de la Seigneurie",365000.0,Lévis,Québec Rive-Sud (Lévis),3,1,1,1,104.05,766.9,3252.0,270.92,1349.39,1200.0
"156, rue Paul H. Frigon",248500.0,Drummondville (Drummondville),Centre-du-Québec,2,1,1,1,83.61,1005.2,1926.17,144.3,643.62,533.01
"190, chemin de la Rivière",255000.0,Ste-Émélie-De-L'Énergie,Lanaudière,2,1,1,1,75.62,1765.16,1340.48,98.66,800.0,638.0
"81, chemin du Relais",549900.0,Chelsea,Outaouais,1,1,1,1,68.01,766.9,5627.0,415.0,1740.0,1150.5
"1-30, rue de la Falaise",375000.0,Gatineau (Hull),Outaouais,3,1,1,1,86.77,766.9,1887.45,119.0,80.0,600.0
"895, rue du Haut-Bois Sud",349000.0,Sherbrooke (Rock Forest),Estrie,3,1,1,1,78.6,766.9,2197.73,143.36,2140.0,1150.5
"401-14409, rue Jolicoeur",359000.0,Pierrefonds / Roxboro,Montréal / l'Île,2,1,1,1,95.41,766.9,1954.0,208.9,1740.0,1150.5
"202-1095, rue Yves-Blais",419000.0,Terrebonne (Lachenaie),Lanaudière,2,1,1,1,98.48,766.9,3300.0,278.57,1000.0,1150.5
"261, Grande Allée Ouest",99900.0,Grande-Riviere,Gaspésie-Îles-de-la-Madeleine,1,2,1,2,117.06,2400.61,2778.46,275.0,1330.0,1150.5
"1835, avenue de la Famille",415000.0,Ste-Foy,Québec Rive-Nord,5,1,1,1,90.49,766.9,2953.89,230.83,1344.0,1130.0
"36, rue d'Ovesta",560000.0,Cantley,Outaouais,4,2,1,3,185.81,766.9,3000.0,280.0,1740.0,1150.5
"381, rue Victoria",365000.0,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),3,1,1,2,104.14,766.9,1729.0,105.0,40.0,1150.5
"43, rue Mountain-View",165000.0,Shannon,Québec Rive-Nord,4,2,1,2,117.06,4266.1,2778.46,275.0,1740.0,1150.5
"6180, avenue Durocher",639000.0,St-Hyacinthe (St-Thomas-D'Aquin),Montérégie (Rive-Sud Montréal),4,2,1,1,114.46,868.64,3262.0,322.0,1740.0,1150.5
"105, rang de la Merisière",245000.0,St-Louis-De-Gonzague,Chaudière-Appalaches,4,1,1,2,199.28,4007.09,1162.74,59.79,2100.0,1150.5
"130-25, rue des Mouettes",164000.0,Beauport,Québec Rive-Nord,1,1,1,1,80.2,766.9,1377.86,96.98,869.91,515.2
"5499, avenue Charlemagne",500000.0,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,1,1,76.87,157.7,2363.0,301.0,1350.0,1064.0
"360, rue Saint-Jacques",225000.0,St-Michel-Des-Saints,Lanaudière,3,1,1,1,110.37,1002.98,1930.0,102.0,1740.0,1150.5
"1390, chemin de la Ligne-Frédéric",695000.0,St-Félix-De-Valois,Lanaudière,4,2,1,1,143.44,4273.54,3800.0,450.0,3800.0,1200.0
"6218-6220, boulevard Saint-Laurent",979000.0,Rosemont / La Petite Patrie,Montréal / l'Île,5,2,1,2,117.06,766.9,8504.0,451.0,1740.0,2528.0
"1059, rue Gauthier",545000.0,St-Eustache,Laurentides,2,1,1,2,130.06,1374.96,2435.0,282.0,1216.0,1152.0
"23-2655, avenue Bennett",369900.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,1,1,1,83.15,766.9,2205.0,258.0,636.0,545.0
"42, rue de L'Azalée",670000.0,St-Constant,Montérégie (Rive-Sud Montréal),5,1,1,2,118.17,468.88,3140.0,337.0,1800.0,1034.0
"37-1064, avenue Bernard",636020.0,Outremont,Montréal / l'Île,2,2,1,4,99.1,766.9,2778.46,275.0,480.0,1150.5
"95, rue la Golée",319000.0,St-Côme,Lanaudière,3,1,1,1,117.06,325.16,1018.0,73.0,1000.0,1150.5
"605-963, rue Grandjean",335000.0,Ste-Foy,Québec Rive-Nord,2,2,1,1,110.3,766.9,2619.0,218.0,837.0,1150.5
"1186, rue de la Grive",759000.0,St-Jérôme (Bellefeuille),Laurentides,3,2,1,1,137.12,1505.4,4488.0,445.0,1740.0,1150.5
"4390-4392, rue de Mentana",1099000.0,Le Plateau-Mont-Royal,Montréal / l'Île,2,2,1,2,117.06,766.9,4795.74,689.82,1500.0,1775.0
rue des Rossignols,349900.0,Lachute,Laurentides,3,1,1,2,222.97,766.9,2778.46,275.0,1740.0,1150.5
"10920, rue des Bégonias",485000.0,Bécancour (Ste-Angèle),Centre-du-Québec,4,2,1,1,129.97,1826.94,2778.46,275.0,1740.0,1150.5
"404-190, rue Don-Bosco",330000.0,Sherbrooke (Jacques-Cartier),Estrie,2,1,1,1,108.05,766.9,2832.2,202.0,528.71,1150.5
"208, chemin Redmond",849000.0,St-Gabriel-De-Valcartier,Québec Rive-Nord,3,2,1,1,206.15,6294.5,2035.24,524.47,3996.0,800.0
"724, rue de la Gorgendière",398000.0,Ste-Marie,Chaudière-Appalaches,4,2,1,1,202.34,870.97,3600.0,240.0,1740.0,1150.5
"7, rue Boucher",350000.0,Gatineau (Hull),Outaouais,3,1,1,1,117.06,826.84,2903.0,203.0,1740.0,1150.5
"205-350, rue Querbes",265000.0,Vaudreuil-Dorion,Montérégie Ouest,2,1,1,4,68.8,766.9,1232.16,121.56,1740.0,1150.5
"9109, 9e Allée",549000.0,Drummondville (St-Nicéphore),Centre-du-Québec,5,2,1,2,169.83,635.27,2900.0,250.0,2200.0,1150.5
"16, place Saint-Michel",539900.0,St-Sauveur,Laurentides,3,2,1,2,148.64,1181.26,3151.0,341.0,3600.0,1500.0
"500-504, rue Bourgeois",218000.0,Alma,Saguenay-Lac-Saint-Jean,3,1,1,2,117.06,766.9,2419.0,140.05,1740.0,1150.5
"12398, rue Voltaire",695000.0,Rivière des Prairies,Montréal / l'Île,4,1,1,2,297.66,766.9,2569.14,284.38,1740.0,1150.5
"6672, 36e Avenue",890000.0,Rosemont / La Petite Patrie,Montréal / l'Île,5,3,1,2,117.06,161.2,4107.88,520.81,1740.0,2106.97
"4170, rue Notre-Dame Est",925000.0,Trois-Rivières (Ste-Marthe-Du-Cap),Mauricie,3,2,1,1,117.06,766.9,2778.46,254.41,1740.0,1150.5
"1077, rue de Painpont",795000.0,Cap-Rouge,Québec Rive-Nord,4,2,1,2,183.58,911.75,4379.94,397.96,2841.84,1286.2
"1-892, rue Bourdages",222000.0,Vanier,Québec Rive-Nord,2,1,1,2,102.19,766.9,2028.97,144.65,1400.0,463.0
"104-7220, 21e Avenue",549000.0,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,3,1,1,1,94.67,54.58,2678.87,326.96,948.0,1150.5
"420, rue David",499900.0,Ste-Sophie,Laurentides,3,1,1,2,117.06,1765.16,2360.0,250.0,1740.0,1150.5
3045-3055 Boulevard de l'Assomption,240100.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,1,1,1,36.23,766.9,2778.46,275.0,1740.0,1150.5
"302-2140, rue Cartier",420000.0,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,1,1,1,2,74.32,766.9,2700.0,350.0,1070.0,1150.5
"2751-2753, boulevard Perrot",835000.0,ND-De-L'Ile-Perrot,Montérégie Ouest,6,4,1,1,204.57,1049.8,5803.89,358.29,1740.0,1150.5
"30, rue Louis-Marteau",569000.0,Ste-Therese,Laurentides,5,2,1,2,117.06,376.9,4259.0,330.0,1680.0,1150.5
"2683-2687, croissant des Geais-Bleus",829000.0,Mascouche,Lanaudière,6,3,1,2,117.06,753.2,6192.21,501.16,1740.0,1400.0
"775-777, boul Sainte-Rose",695000.0,Laval-Ouest,Laval,5,2,1,2,117.06,577.11,3400.0,325.0,1740.0,1725.0
"5317, rue Saint-Urbain",749000.0,Le Plateau-Mont-Royal,Montréal / l'Île,2,1,1,1,123.84,232.26,4000.0,500.0,500.0,1500.0
"339, rue Henri-Paul-Forest",367000.0,Ste-Hélène-De-Bagot,Montérégie (Rive-Sud Montréal),4,2,1,1,105.07,449.8,2766.32,179.58,1740.0,1150.5
"1676, rue des Saphirs",383800.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,1,1,1,117.06,753.63,1950.0,185.0,965.0,1150.5
"6980, rue de Honfleur",347000.0,Trois-Rivières (Trois-Rivières),Mauricie,5,2,1,1,97.83,563.4,2846.69,153.93,1620.0,744.0
"1137, rue Rainville",663000.0,Repentigny (Repentigny),Lanaudière,4,2,1,2,177.35,945.43,3874.74,340.75,1740.0,1150.5
"203-207, rue Dupont et 2-16, rue Charles-Julien",955000.0,Pont-Rouge,Portneuf,17,9,1,2,117.06,1542.47,10965.81,561.82,1740.0,6242.43
"15, rue Marinier",539900.0,Gatineau (Hull),Outaouais,5,2,1,1,116.96,578.2,3316.37,244.8,815.0,1150.5
"6-6145, boulevard Chevrier",389000.0,Brossard,Montérégie (Rive-Sud Montréal),2,1,1,1,85.7,140.88,1956.19,219.15,855.58,442.68
"1215, rue des Sarcelles",399000.0,Sherbrooke (St-Élie-d'Orford),Estrie,4,1,1,1,91.04,568.57,2733.0,195.0,2111.0,597.0
"601-3423, rue Alfred-Desrochers",561000.0,Sherbrooke (Rock Forest),Estrie,3,1,1,1,128.21,627.47,3665.0,278.0,1320.0,650.0
"71, chemin des Faucons",789000.0,Stoneham,Québec Rive-Nord,4,2,2,2,236.44,1309.84,4073.0,540.0,4068.0,1150.5
"92, rue Singapour",174999.0,Brownsburg-Chatham,Laurentides,4,2,1,2,117.06,8800.7,2778.46,275.0,1740.0,1150.5
"202-4843, rue Saint-Denis",445000.0,Le Plateau-Mont-Royal,Montréal / l'Île,1,1,1,1,74.97,766.9,2262.0,276.0,600.0,1150.5
"811-4800, rue d'Angora",397500.0,Terrebonne (Terrebonne),Lanaudière,1,1,1,1,77.76,766.9,3166.0,280.0,500.0,1150.5
"401-270, rue Dalpé",449900.0,Mascouche,Lanaudière,3,1,1,1,111.48,766.9,1968.0,164.0,1000.0,1150.5
"297, Route 323",1299000.0,Namur,Outaouais,2,2,1,2,117.06,766.9,1648.0,61.04,1300.0,100.0
"455-457, rue des Écoliers",394900.0,Granby,Estrie,4,2,1,1,101.91,396.05,2778.46,275.0,1740.0,1150.5
"575-577, rue des Collégiens",379900.0,Granby,Estrie,4,2,1,1,101.91,374.49,2778.46,275.0,1740.0,1150.5
"470, chemin du Sommet",424900.0,Fossambault-Sur-Le-Lac,Québec Rive-Nord,2,2,1,2,91.5,8211.5,3158.0,257.0,2340.0,1514.0
"13, Rue Arnold",299900.0,Huntingdon,Montérégie (Rive-Sud Montréal),3,1,1,1,65.4,250.84,2778.46,275.0,1740.0,1150.5
"6170, avenue Banville",335000.0,Neufchatel,Québec Rive-Nord,3,1,1,2,104.05,306.02,2721.37,212.44,1686.96,704.14
"2554, rue des Cyprès",599000.0,Sherbrooke (Fleurimont),Estrie,4,2,1,2,202.9,905.8,4010.21,313.76,2342.12,915.72
"x, chemin Leroux",239900.0,Mirabel (St-Hermas),Laurentides,4,2,1,2,117.06,766.9,503.26,155.51,1740.0,1150.5
"92, rue de l'Aqueduc",389000.0,Napierville,Montérégie (Rive-Sud Montréal),3,1,1,2,92.9,427.35,2133.12,174.75,1940.0,800.0
"702-1010, rue Willam",578999.0,Griffintown,Montréal / l'Île,2,1,1,1,77.57,766.9,2778.46,275.0,1740.0,1150.5
"140, chemin Mountain",895000.0,Bolton-Est,Estrie,3,1,1,2,165.18,766.9,2572.35,411.19,1674.44,745.44
