Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"2524, chemin de Stratford",575 000 $,Stratford,Estrie,3,2,,2,1 500 pi² (139.35 m²),17 367 pi² (1 613.45 m²),"2 726,00 $","301,21 $","1 994,18 $","101,00 $"
"345, chemin Victoria",475 000 $,Bury,Estrie,4,2,,2,1 466 pi² (136.2 m²),253 954.80 pi² (5.83 acres),"1 995,67 $","149,17 $","1 100,88 $","1 606,66 $"
8807-8809-8811 rue Berri,1 273 000 $,Ahuntsic / Cartierville,Montréal / l'Île,5,3,,,,1 680 pi² (156.08 m²),,,,
"4589, boulevard Dagenais Ouest",390 000 $,Fabreville,Laval,2,1,,1,1 000 pi² (92.9 m²),,"1 956,00 $","187,00 $",,
"67, rue Brentwood",988 000 $,Beaconsfield / Baie-D'Urfé,Montréal / l'Île,3,2,1,1,,9 678 pi² (899.12 m²),"4 513,30 $","516,27 $","1 020,27 $",
"2220, chemin du Foulon",380 000 $,Sillery,Québec Rive-Nord,1,1,,2,1 054.86 pi² (98 m²),9 749.95 pi² (905.8 m²),"2 549,80 $","198,17 $","890,00 $","660,54 $"
"311-3535, avenue Papineau",300 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,1,1,,1,401.49 pi² (37.3 m²),,"1 380,00 $","159,00 $","540,00 $","660,00 $"
"206, rue Tremblay",335 000 $,St-Siméon,Charlevoix,3,2,,2,2 100 pi² (195.1 m²),10 100 pi² (938.32 m²),"1 964,00 $","215,00 $","1 820,00 $","1 070,00 $"
"1871, chemin de la Vigilance",109 000 $,Shawinigan (Lac-A-La-Tortue),Mauricie,,,,,,24 300 pi² (2 257.54 m²),"2 558,83 $","44,00 $",,
"8438-8440, rue Berri",845 000 $,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,5,2,,,,20.01x107.97 pi (6.1x32.91 m),"4 139,12 $","504,93 $",,"1 257,00 $"
"405-250, chemin de la Pointe-Sud",875 000 $,L'Ile Des Soeurs,Montréal / l'Île,2,2,,1,1 110 pi² (103.12 m²),,"4 380,19 $","562,07 $","521,37 $","246,34 $"
"1299, rue Armand-Auclair",599 000 $,Ste-Rose,Laval,3,1,1,2,1 227 pi² (113.99 m²),3 786 pi² (351.73 m²),"3 075,96 $","325,46 $","2 135,00 $","1 035,00 $"
"404-190, rue Saint-Jean",474 900 $,St-Jean-Baptiste,Québec Rive-Nord,2,2,,1,1 070 pi² (99.41 m²),,"3 625,40 $","323,24 $","600,00 $","565,92 $"
"291, rue Church",494 900 $,Gatineau (Buckingham),Outaouais,5,2,,1,1 305 pi² (121.24 m²),9 439.95 pi² (877 m²),"3 155,00 $","225,00 $","330,00 $",
"620, rue Germain-B.-Mathieu",499 500 $,Nicolet,Centre-du-Québec,5,2,1,2,2 174 pi² (201.97 m²),9 681 pi² (899.39 m²),"3 883,50 $","278,88 $","2 336,26 $","937,40 $"
"303-100, boulevard Bélanger",349 000 $,Beaupré,Québec Rive-Nord,2,1,,1,1 011.81 pi² (94 m²),2 421.88 pi² (225 m²),"2 357,00 $","186,00 $","900,00 $",
"244, rue Dulude",800 000 $,St-Mathieu-De-Laprairie,Montérégie (Rive-Sud Montréal),4,2,1,2,1 300 pi² (120.77 m²),7 500 pi² (696.77 m²),"4 280,00 $",,"2 800,00 $",
"580, 106e Avenue",454 000 $,Drummondville (Drummondville),Centre-du-Québec,5,2,,1,1 432 pi² (133.04 m²),10 000 pi² (929.03 m²),"2 759,81 $","237,31 $","3 280,00 $",
"214, rue Elzéar-Verreault",269 500 $,Beauport,Québec Rive-Nord,2,1,,1,2 103.91 pi² (195.46 m²),,"2 125,10 $","170,67 $","1 248,00 $","450,00 $"
"4171, rue Letellier",339 000 $,Lac-Mégantic,Estrie,3,2,,1,1 201.58 pi² (111.63 m²),13 125.51 pi² (1 219.4 m²),"2 962,91 $","146,58 $","1 100,00 $","955,00 $"
"33, rue des Frênes",370 000 $,Ste-Brigitte-De-Laval,Québec Rive-Nord,3,2,,1,918.16 pi² (85.3 m²),"20,365 pi² (1,891.97 m²)","2 770,00 $","200,00 $","2 675,00 $","1 200,00 $"
"52, rue du Shamal",562 900 $,Gatineau (Aylmer),Outaouais,3,2,1,2,"1,620 pi² (150.5 m²)",25.79x98.43 pi (7.86x30 m),"4 187,92 $","283,85 $","865,00 $","552,00 $"
"32-38, rue Langlois",750 000 $,Varennes,Montérégie (Rive-Sud Montréal),8,4,,,,6 795 pi² (631.28 m²),"4 241,04 $","373,53 $",,"2 530,00 $"
"570, chemin du Golf Ouest",550 000 $,Drummondville (Drummondville),Centre-du-Québec,4,2,,1,2 274 pi² (211.26 m²),15 053 pi² (1 398.47 m²),"3 523,00 $","276,00 $","1 900,00 $","725,00 $"
,,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,3,2,,1,28x32 pi (8.53x9.75 m),60.01x97.51 pi (18.29x29.72 m),,,,
"656-700, Chemin de la Côte S du Lac Vert",Prix sur demande,St-Nérée,Chaudière-Appalaches,,,,,,,,,,
"62, rue Lecours",879 000 $,St-Antoine-sur-Richelieu,Montérégie (Rive-Sud Montréal),4,2,,1,"1,800 pi² (167.23 m²)",95.47x81.04 pi (29.1x24.7 m),"2 160,00 $","330,00 $","3 780,00 $","1 230,00 $"
"1, Chemin Denis",629 800 $,Cantley,Outaouais,3,1,1,2,1 500 pi² (139.35 m²),,,,,
"2523, rue Martine",669 000 $,Ste-Julienne,Lanaudière,2,2,,1,875 pi² (81.29 m²),46 065 pi² (4 279.58 m²),"3 589,62 $","314,39 $","2 200,00 $",
"214, rue du Petit-Village",479 900 $,Gatineau (Masson-Angers),Outaouais,3,2,1,2,1 450 pi² (134.71 m²),3 390.63 pi² (315 m²),"3 030,47 $","285,90 $","1 800,00 $","742,00 $"
"46-46A, rue Émard",598 000 $,Vaudreuil-Dorion,Montérégie Ouest,3,3,,2,1 794 pi² (166.67 m²),11 050.2 pi² (1 026.6 m²),"2 997,17 $","336,69 $","3 571,00 $","1 151,00 $"
"6, rue Crouch",579 800 $,Val-Des-Monts (Perkins),Outaouais,3,1,1,2,1 194 pi² (110.93 m²),143 142.79 pi² (13 298.4 m²),,,,
,260 000 $Prix de vente fourni par le vendeur à DuProprio.,Alma,Saguenay-Lac-Saint-Jean,4,2,,1,26x43 pi (7.92x13.11 m),"17,413.85 pi² (1,617.8 m²)",,,,
"41, 95e Avenue de Versailles",599 000 $,St-Côme,Lanaudière,3,1,1,2,1 497 pi² (139.08 m²),176 000 pi² (16 350.94 m²),"1 843,81 $","160,90 $","1 620,00 $","1 050,00 $"
"4045, rue Gaston",434 900 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,1,,1,1 271 pi² (118.08 m²),50x105 pi (15.24x32.00 m),"1 977,00 $","191,71 $","1 668,00 $",
rue Irène-Paquet,129 900 $,Ste-Catherine-de-la-JC,Québec Rive-Nord,,,,,,10 000 pi² (929.03 m²),,,,
"547, Rue Principale",299 900 $,Daveluyville,Centre-du-Québec,2,1,,1,1 088 pi² (101.08 m²),5 500 pi² (510.97 m²),,,,
"549, rue Principale",259 900 $,Daveluyville,Centre-du-Québec,3,1,1,2,1 408 pi² (130.81 m²),5 274 pi² (489.97 m²),,,,
"17, rue Carver Hill",1 434 000 $,Morin-Heights,Laurentides,2,2,,1,2 198 pi² (204.2 m²),42 119 pi² (3 912.98 m²),,,,
3909 - 300 rue Sainte-Catherine Ouest,580 240 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,1,1,,1,523 pi² (48.59 m²),,,,,
"12, chemin de la Pente",529 000 $,Eastman,Estrie,2,2,1,2,"1,956 pi² (181.72 m²)","14,709.96 pi² (1,366.6 m²)","1 770,13 $","245,46 $","2 973,99 $","1 301,44 $"
"9699, rue Yvon-Paiement",370 000 $,Mirabel (St-Augustin),Laurentides,2,1,,1,1 214 pi² (112.78 m²),17 113.54 pi² (1 589.9 m²),"1 297,91 $","202,84 $","750,00 $",
"745, rue Manning",575 000 $,Verdun,Montréal / l'Île,4,1,,1,850 pi² (78.97 m²),,,,,
"402-395, rue Notre-Dame Ouest",665 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,1,1,,2,1 080 pi² (100.34 m²),,"3 090,59 $","405,51 $","1 000,00 $","500,00 $"
"128A, rue de l'Étang",238 000 $,Ste-Hénédine,Chaudière-Appalaches,3,1,1,1,819.13 pi² (76.1 m²),3 397.09 pi² (315.6 m²),"2 239,00 $","137,00 $","1 600,00 $",
"1437, rue Grandpré",598 000 $,L'Ancienne-Lorette,Québec Rive-Nord,6,3,2,1,77.24x53.8 pi (23.54x16.40 m),62x130 pi (18.90x39.62 m),"4 276,60 $","410,28 $","3 304,68 $","1 181,00 $"
"312-3225, rue France-Prime",213 900 $,Ste-Foy,Québec Rive-Nord,2,1,,1,1 025 pi² (95.23 m²),,"2 037,55 $","162,48 $",,
Place Suzie Paquette,564 000 $,Boisbriand,Laurentides,3,2,1,3,1 920 pi² (178.37 m²),2 443 pi² (226.96 m²),,,,
10854 rue du Caribou,602 469 $,Mirabel,Laurentides,3,2,1,2,1 675 pi² (155.61 m²),,,,,
"2998, rue de la Faune",469 000 $,Loretteville,Québec Rive-Nord,3,2,1,2,1 440 pi² (133.78 m²),7 007 pi² (650.97 m²),"3 200,00 $","291,50 $","1 557,00 $","925,00 $"
"18, rue des Cépages",549 000 $,St-Hippolyte,Laurentides,3,1,1,2,1 370 pi² (127.28 m²),61 356 pi² (5 700.16 m²),,,,
"6-9889, boulevard LaSalle",515 000 $,LaSalle,Montréal / l'Île,2,2,,1,1 059 pi² (98.38 m²),,"2 798,30 $","325,53 $","800,00 $",
Rue Martin,9 $,St-Cyrille-De-Wendover,Centre-du-Québec,,,,,,7 200 pi² (668.9 m²),,,,
"12275, 57e Avenue",387 000 $,Rivière des Prairies,Montréal / l'Île,,,,,,5 116 pi² (475.29 m²),,,,
"12275, 57e Avenue",387 000 $,Rivière des Prairies,Montréal / l'Île,3,1,1,1,1 051 pi² (97.64 m²),6 123 pi² (568.85 m²),"2 516,00 $","247,00 $",,"1 608,00 $"
"839-841, chemin du Village",762 000 $,Morin-Heights,Laurentides,3,2,,,,12 113.70 pi² (1 125.4 m²),"3 048,06 $","204,60 $",,
"656-700, Chemin de la Côte S du Lac Vert",Prix sur demande,St-Nérée,Chaudière-Appalaches,,,,,,,,,,
"18, rue de Chenonceau",699 900 $,Gatineau (Hull),Outaouais,2,1,,1,1 284.13 pi² (119.3 m²),5 102.09 pi² (474 m²),"4 039,04 $","296,67 $","1 600,00 $","1 807,92 $"
"109, rue de la Viorne",599 000 $,Breakeyville,Québec Rive-Sud (Lévis),4,1,1,2,1 568 pi² (145.67 m²),8 700 pi² (808.26 m²),"3 941,00 $","358,00 $","2 400,00 $","850,00 $"
"1522, boulevard Bastien",275 000 $,Lebourgneuf,Québec Rive-Nord,2,1,1,1,640 pi² (59.46 m²),2 491.85 pi² (231.5 m²),"2 278,24 $","165,73 $","628,34 $","640,00 $"
"2678, avenue de la Gare",265 000 $,Mascouche,Lanaudière,1,1,1,3,552.18 pi² (51.3 m²),,"2 063,41 $","120,00 $","650,00 $",
"9291, 12e Avenue",610 000 $,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,4,2,,4,,50x80 pi (15.24x24.38 m),"2 958,00 $","347,00 $",,
chemin du Lac-Forgeron,139 000 $,ND-Du-Laus,Laurentides,,,,,,65 090.44 pi² (6 047.1 m²),"597,18 $","57,21 $",,
"1635, rang de l'Achigan Nord",549 000 $,L'Épiphanie,Lanaudière,2,2,1,2,1 624 pi² (150.87 m²),22 000 pi² (2 043.87 m²),"2 295,00 $","245,00 $","2 400,00 $",
"257, 2e Avenue du Domaine-Morin",649 000 $,St-Gabriel-De-Brandon,Lanaudière,3,2,,2,2 048 pi² (190.27 m²),23 400 pi² (2 173.93 m²),,,,
"12480, rue Notre-Dame-des-Anges",4 400 000 $,Ahuntsic / Cartierville,Montréal / l'Île,4,2,,1,,"20,000 pi² (1,858.06 m²)","12 615,00 $","1 653,00 $",,
"417-419, 9e Rue",269 900 $,Daveluyville,Centre-du-Québec,3,2,,1,864 pi² (80.27 m²),3 745 pi² (347.92 m²),,,,
"14, chemin du Folklore",469 800 $,Val-Des-Monts (Perkins),Outaouais,3,1,1,2,1 500 pi² (139.35 m²),40 206.43 pi² (3 735.3 m²),,,,
"3-1057, avenue des Érables",385 000 $,Montcalm,Québec Rive-Nord,2,1,,1,920 pi² (85.47 m²),6 875 pi² (638.71 m²),"2 200,00 $","200,00 $","1 200,00 $","500,00 $"
"1288, rue Boréale",250 000 $,Havre-St-Pierre,Côte-Nord,9,,,,,8 794.11 pi² (817 m²),"2 151,80 $","155,39 $","1 031,23 $","3 268,84 $"
"628, rue du Verger",270 000 $,La Pocatiere,Bas-Saint-Laurent,05,2,,2,2 139.87 pi² (198.8 m²),6 479.87 pi² (602 m²),"2 444,00 $","140,00 $","850,00 $",
"3129, rue de Rouville",568 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,2,1,,2,1 000 pi² (92.9 m²),2 200 pi² (204.39 m²),"2 438,00 $","293,00 $","900,00 $","785,00 $"
"1871, avenue du Pont Nord",289 000 $,Alma,Saguenay-Lac-Saint-Jean,3,2,,1,1 008 pi² (93.65 m²),7 896 pi² (733.56 m²),"2 284,00 $","160,74 $",,
"1649, rue Chassé",429 000 $,St-Lin-Laurentides,Lanaudière,3,1,,1,986 pi² (91.6 m²),18 839 pi² (1 750.2 m²),"2 463,65 $","220,03 $","1 996,00 $",
"370, boulevard de l'Anse",195 000 $,Roberval,Saguenay-Lac-Saint-Jean,5,2,,1,1 040 pi² (96.62 m²),74x155 pi (22.56x47.24 m),"1 949,74 $","103,00 $","2 042,25 $","1 500,00 $"
"307-750, boulevard Vauquelin",325 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),1,1,,1,695 pi² (64.57 m²),,"1 981,81 $","177,44 $",,
"927, montée Filion",439 000 $,Piedmont,Laurentides,5,2,,2,"2,520 pi² (234.12 m²)","46,198 pi² (4,291.93 m²)","1 906,00 $","261,00 $",,
"38, rue Lecours",879 000 $,St-Antoine-sur-Richelieu,Montérégie (Rive-Sud Montréal),3,2,,1,,7 728 pi² (717.95 m²),"2 880,00 $","320,00 $","3 140,00 $","950,00 $"
"806-1288, rue Saint-Antoine Ouest",487 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,2,1,,1,628 pi² (58.34 m²),,"3 366,00 $","430,00 $","600,00 $","300,00 $"
"368, rue du Bosquet",700 000 $,Rosemère,Laurentides,3,2,,2,2 000 pi² (185.81 m²),7 500 pi² (696.77 m²),"2 698,00 $","351,00 $","2 763,00 $",
,310 000 $Prix de vente fourni par le vendeur à DuProprio.,Lac-St-Charles,Québec Rive-Nord,2,2,,2,1 575 pi² (146.32 m²),67x177 pi (20.42x53.95 m),,,,
"1389, chemin de la Rivière-Rouge",477 000 $,Grenville-sur-la-Rouge,Laurentides,3,1,1,2,1 150 pi² (106.84 m²),45 520 pi² (4 228.95 m²),"2 438,00 $",,"2 200,00 $","1 100,00 $"
,,St-Nicolas,Québec Rive-Sud (Lévis),5,2,1,2,2 005 pi² (186.27 m²),8 202 pi² (761.99 m²),,,,
,525 000 $Prix de vente fourni par le vendeur à DuProprio.,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,3,1,,1,851 pi² (79.06 m²),,,,,
"11, rue Laramée",195 000 $,Lacolle,Montérégie (Rive-Sud Montréal),1,1,,1,456 pi² (42.36 m²),8 700 pi² (808.26 m²),"1 100,00 $","56,00 $","480,00 $",
,188 000 $Prix de vente fourni par le vendeur à DuProprio.,St-Raymond,Portneuf,,,,,,269 031 pi² (24 993.8 m²),,,,
"8-780, rue des Sureaux",435 000 $,Boucherville,Montérégie (Rive-Sud Montréal),2,2,,1,1 025 pi² (95.23 m²),,"1 758,67 $","237,70 $","662,88 $","328,58 $"
"745, rue Sabrina",819 000 $,Fabreville,Laval,4,1,1,2,1 787 pi² (166.02 m²),5 110.7 pi² (474.8 m²),"4 516,59 $","497,58 $","2 997,00 $",
"1075, avenue des Asters",494 000 $,Bécancour (Ste-Angèle),Centre-du-Québec,5,2,,1,1 400 pi² (130.06 m²),10 586.31 pi² (983.5 m²),"3 096,00 $","272,00 $","900,00 $",
"5783, rue Chabot",599 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,,1,1 166 pi² (108.32 m²),,,,,
"3946, rue Cool",303 000 $,Verdun,Montréal / l'Île,1,1,,1,565.11 pi² (52.5 m²),,"1 444,00 $","165,44 $","2 000,00 $","50,00 $"
"5376, 10e Avenue",565 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,3,1,,1,1 092 pi² (101.45 m²),,"2 137,64 $","238,27 $","890,00 $",
"346, rue Georges-Cros",430 000 $,Granby,Estrie,2,1,1,1,1 018 pi² (94.58 m²),6 297.96 pi² (585.1 m²),"2 359,44 $","198,17 $","1 200,00 $","850,00 $"
rue Pinsons,280 000 $,St-Raymond,Portneuf,2,1,,1,931 pi² (86.49 m²),20 000 pi² (1 858.06 m²),,,,
"7300, boulevard des Laurentides",599 000 $,Auteuil,Laval,4,2,1,2,2 003 pi² (186.08 m²),,,,,
"1899, rue de Champlain",440 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,2,1,,1,864 pi² (80.27 m²),,"2 020,68 $","236,13 $","1 055,40 $",
"97, place du Marché",314 900 $,St-Joseph-Du-Lac,Laurentides,2,1,,1,985 pi² (91.51 m²),2 879.13 pi² (267.48 m²),"1 794,00 $","159,00 $","1 176,00 $","804,00 $"
"4645, chemin Vincent-Massey",625 000 $,Rawdon,Lanaudière,3,2,,1,1 240 pi² (115.2 m²),64 000 pi² (5 945.79 m²),"2 658,68 $","237,70 $","2 672,57 $","1 032,70 $"
"1120, rue de la Bernache",687 105 $,St-Jérôme (Bellefeuille),Laurentides,2,1,,1,1 601 pi² (148.74 m²),16 629 pi² (1 544.88 m²),"5 000,00 $","500,00 $",,
"5462, 5e Avenue",538 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,3,1,,1,1 235 pi² (114.74 m²),1 950 pi² (181.16 m²),,,,
", rue du Verger",110 000 $,La Pocatiere,Bas-Saint-Laurent,,,,,,21 277.02 pi² (1 976.7 m²),"524,89 $","53,81 $",,
"125, rue des Tilleuls",849 000 $,Austin,Estrie,3,2,1,2,2 334.91 pi² (216.92 m²),60 635.26 pi² (5 633.2 m²),"2 600,00 $","650,00 $","2 640,00 $","1 300,00 $"
"97A, avenue de l'Hôtel-Dieu",169 000 $,Sorel-Tracy,Montérégie (Rive-Sud Montréal),2,1,,1,32.05x26.94 pi (9.77x8.21 m),33.01x66.01 pi (10.06x20.12 m),"1 334,65 $","63,32 $","1 620,00 $","660,00 $"
Unité 301 - 175 avenue des Chênes,414 100 $,Candiac,Montérégie (Rive-Sud Montréal),2,2,,1,925 pi² (85.94 m²),,,,,
"91, chemin du Cardinal",149 900 $,Grand-Remous,Outaouais,,,,,,40 510.80 pi² (0.93 acre),"525,56 $",,,
boulevard de Douglas,69 000 $,Gaspé,Gaspésie-Îles-de-la-Madeleine,,,,,,144 042.65 pi² (13 382 m²),,,,
"344, rue des Pionniers",269 900 $,L'Ile-Perrot,Montérégie Ouest,1,1,,3,703 pi² (65.31 m²),803.63 pi² (74.66 m²),"1 775,35 $","112,84 $","420,00 $","315,00 $"
", montée Brien",175 000 $,Lac-Superieur,Laurentides,,,,,,172 900.69 pi² (16 063 m²),"319,61 $",,,
"151-7111, chemin du Curé-Barrette",219 900 $,Terrebonne (La Plaine),Lanaudière,3,1,1,1,"1,420 pi² (131.92 m²)","6,000 pi² (557.42 m²)","705,00 $","50,00 $",,
"8, chemin du Domaine-Beaulieu",189 900 $,Hébertville,Saguenay-Lac-Saint-Jean,3,1,,1,900 pi² (83.61 m²),64 583.46 pi² (6 000 m²),"1 690,00 $","95,00 $","1 435,00 $","785,00 $"
"1760, chemin Godin",465 000 $,Sherbrooke (Rock Forest),Estrie,5,2,,2,,,,,,
"5, chemin du Haut-Bois",349 000 $,Lac-Beauport,Québec Rive-Nord,2,1,1,1,440 pi² (40.88 m²),9 800 pi² (910.45 m²),"1 435,00 $","92,00 $","1 398,00 $",
"1570, chemin McCullough",1 850 000 $,Dunham,Estrie,4,3,1,2,2 700 pi² (250.84 m²),4 181 760.01 pi² (96 acres),"3 473,85 $","581,66 $","2 500,00 $","1 100,00 $"
"389, rue Pauly",368 500 $,Rouyn-Noranda,Abitibi-Témiscamingue,3,2,,1,936 pi² (86.96 m²),5 231 pi² (485.98 m²),"2 937,00 $","244,44 $","2 459,98 $",
"1530, avenue Bardy",485 000 $,Limoilou,Québec Rive-Nord,3,1,1,,,6 000 pi² (557.42 m²),"3 956,00 $","285,00 $","6 900,00 $","1 500,00 $"
"103-321, rue de Bromont",250 000 $,Beloeil,Montérégie (Rive-Sud Montréal),2,1,,1,749 pi² (69.58 m²),,"1 505,21 $","89,55 $",,
"780, rue Arthur-McNicoll",469 000 $,Shawinigan (Shawinigan-Sud),Mauricie,3,1,1,2,1 630 pi² (151.43 m²),27 066.92 pi² (2 514.6 m²),"4 395,00 $","230,00 $","3 249,00 $","1 603,00 $"
"457, rue des Eaux-Vives",750 000 $,St-Jérôme (Lafontaine),Laurentides,4,2,1,1,1 490 pi² (138.43 m²),6 802 pi² (631.93 m²),"3 862,89 $","377,95 $","2 096,26 $","1 093,00 $"
"625, rue Mauriac",569 000 $,Chertsey,Lanaudière,2,1,,1,878.34 pi² (81.6 m²),7 734.95 pi² (718.6 m²),"2 254,96 $","200,47 $","1 400,00 $","1 240,00 $"
"1350, Chemin du Sault",474 900 $,St-Romuald,Québec Rive-Sud (Lévis),4,2,1,2,1 450 pi² (134.71 m²),,,,,
"1785, rue Armand-Côté",565 000 $,Ste-Marie-Madeleine,Montérégie (Rive-Sud Montréal),5,2,1,2,1 682 pi² (156.26 m²),5 638 pi² (523.79 m²),"2 647,87 $","311,10 $","2 700,00 $",
"335, rang du Lac-Vert",795 000 $,Hébertville,Saguenay-Lac-Saint-Jean,7,,,,,385 259 pi² (35 791.73 m²),"6 926,15 $","300,00 $","1 137,00 $",
"1544, place d'Anjou",599 500 $,Ste-Julienne,Lanaudière,4,2,,1,1 300 pi² (120.77 m²),18 000 pi² (1 672.25 m²),"997,00 $",,"1 075,00 $","800,00 $"
"374-264, chemin Saint-Grégoire",182 900 $,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),,,,,,4 000 pi² (371.61 m²),"1 975,00 $","200,00 $",,
rue Mignonne,199 900 $,St-Jean-sur-Richelieu (St-Athanase),Montérégie (Rive-Sud Montréal),,,,,,4 700 pi² (436.64 m²),,,,
"107-400, rue des Tilleuls",290 000 $,St-Bruno-De-Montarville,Montérégie (Rive-Sud Montréal),2,1,,1,878.34 pi² (81.6 m²),,"1 289,00 $","168,00 $","700,00 $",
Unité 237 - 2180 rue Sainte-Catherine Est,646 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,4,2,,1,1 133 pi² (105.26 m²),,,,,
"10873-10875, rue Clark",889 000 $,Ahuntsic / Cartierville,Montréal / l'Île,3,1,,,,3 720 pi² (345.6 m²),"4 203,00 $","493,00 $","1 200,00 $","1 400,00 $"
"306-300, rue de l'Estran",335 000 $,Rimouski (Rimouski),Bas-Saint-Laurent,2,1,,1,900.94 pi² (83.7 m²),1 824.48 pi² (169.5 m²),"2 674,00 $","187,00 $",,
"106-134, boulevard de Bromont",374 900 $,Bromont,Estrie,1,1,,1,700 pi² (65.03 m²),,"2 168,04 $","161,74 $","590,00 $",
"2770, avenue de la Ronde",303 500 $,Limoilou,Québec Rive-Nord,5,2,,1,1 002 pi² (93.09 m²),3 999.87 pi² (371.6 m²),"2 795,00 $","221,00 $","3 600,00 $",
", Petit 4e Rang",29 500 $,Hope Town,Gaspésie-Îles-de-la-Madeleine,,,,,,984 080 pi² (91 424.02 m²),"183,00 $",,,
"3-6845, boulevard Maricourt",385 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),2,1,,1,"1,200 pi² (111.48 m²)",,"2 182,68 $","208,69 $",,
"1019, Rue des huards",900 195 $,St-Jérôme,Laurentides,3,2,1,2,2 388 pi² (221.85 m²),16 210 pi² (1 505.96 m²),"5 000,00 $","500,00 $",,
14 chemin des Colibris,1 189 000 $,St-Hippolyte,Laurentides,5,3,,2,2 160 pi² (200.67 m²),75 445 pi² (7 009.07 m²),,,,
"399, rue Kingston",629 000 $,Otterburn Park,Montérégie (Rive-Sud Montréal),3,2,,1,,63.68x99.21 pi (19.41x30.24 m),,,,
"265, avenue Morrison",1 385 000 $,Mont-Royal,Montréal / l'Île,3,1,1,2,1 373.47 pi² (127.6 m²),4 993.38 pi² (463.9 m²),"6 538,85 $","1 047,08 $","1 386,81 $",
,,St-Jean-sur-Richelieu (Iberville),Montérégie (Rive-Sud Montréal),3,1,1,2,1 460 pi² (135.64 m²),4 965 pi² (461.26 m²),,,,
,349 000 $Prix de vente fourni par le vendeur à DuProprio.,St-Ferréol-les-Neiges,Québec Rive-Nord,4,3,,3,1 139.90 pi² (105.9 m²),5 392.72 pi² (501 m²),,,,
"35, chemin des Raymond",350 000 $,Rivière-Du-Loup,Bas-Saint-Laurent,3,1,,2,2 800 pi² (260.13 m²),5 000 pi² (464.52 m²),"2 217,00 $","505,00 $",,
"10761, rue Séguin",1 199 000 $,Ahuntsic / Cartierville,Montréal / l'Île,4,3,1,3,2 367 pi² (219.9 m²),3 390 pi² (314.94 m²),,,,
"3989, chemin des Rossignols",599 000 $,Mont-Laurier,Laurentides,3,4,1,2,"2,230 pi² (207.17 m²)","40,134.3 pi² (3,728.6 m²)","2 088,00 $",,,
,,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,3,2,,1,1 393 pi² (129.41 m²),19 388 pi² (1 801.2 m²),,,,
"5825-5829, rue Lafond",739 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,3,2,,,,938 pi² (87.14 m²),"408,66 $","3 262,76 $",,
"206-3625, rue Jean-Gascon",424 900 $,Saint-Laurent,Montréal / l'Île,1,1,,1,693 pi² (64.38 m²),,"2 117,00 $","254,00 $","800,00 $","500,00 $"
"392, rue de l'Émeraude",769 000 $,Granby,Estrie,2,2,,1,1 750 pi² (162.58 m²),8 150 pi² (757.16 m²),"4 330,00 $","450,00 $","2 900,00 $",
"185, rue Bernier",449 000 $,Sherbrooke (Fleurimont),Estrie,3,1,1,2,1 233 pi² (114.55 m²),5 909.39 pi² (549 m²),"2 544,95 $","210,65 $","2 154,36 $","767,00 $"
