Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"575, rue du Boisselier",648 000 $,Drummondville (St-Charles-De-Drummond),Centre-du-Québec,3,1,,1,1 724 pi²,,"3 678,89 $","360,04 $","3 198,73 $","1 050,76 $"
"5422, rue Daunais",300 000 $,Sherbrooke (Rock Forest),Estrie,2,1,1,1,816 pi²,,"2 125,25 $","142,97 $","900,00 $",
"14, rue Bernard",747 000 $,Compton,Estrie,5,,1,1,"1,440 pi²",,"2 318,17 $","325,44 $","2 650,00 $",
,711 400 $Prix de vente fourni par le vendeur à DuProprio.,Montréal-Nord,Montréal / l'Île,6,,1,,,,,,,
rue Landry,26 840 $,St-Honore-De-Temiscouata,Bas-Saint-Laurent,,,,,,,,,,
"1080, 8e Rue",337 000 $,St-Prosper-De-Dorchester,Chaudière-Appalaches,3,,,2,1 600 pi²,,"1 854,30 $","128,44 $","1 100,00 $","748,00 $"
"973, avenue Godefroy",259 000 $,Bécancour (St-Grégoire),Centre-du-Québec,2,1,,2,1 500 pi²,,"2 400,00 $","160,00 $","1 200,00 $",
"116, rue des Scarabées",518 400 $,St-Raymond,Portneuf,4,,,1,864 pi²,,"287,18 $",,,"1 919,14 $"
,,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),4,,,3,1 246 pi²,,,,,
Rue des Buses,378 800 $,Ste-Clotilde-De-Chateauguay,Montérégie (Rive-Sud Montréal),2,1,,1,900 pi²,,,,,
"2209, avenue Beauparlant",585 000 $,St-Hyacinthe,Montérégie (Rive-Sud Montréal),5,,,,,,"2 721,99 $","177,15 $",,"1 419,00 $"
"17593, rue de Chenonceau",474 900 $,Mirabel (Domaine-Vert Nord),Laurentides,3,1,1,2,1 560 pi²,,"1 740,30 $","216,42 $","700,00 $","500,00 $"
"1310, rue Goulet",347 400 $,Drummondville (St-Charles-De-Drummond),Centre-du-Québec,4,,,1,930.54 pi²,,"2 306,37 $","186,72 $","1 165,00 $","660,00 $"
"301, rue Hardy",215 000 $,St-Basile-De-Portneuf,Portneuf,3,1,1,1,611 pi²,,"1 512,00 $","91,00 $","832,00 $","782,00 $"
"465, rue des Lilas",769 000 $,Ste-Adèle,Laurentides,4,,1,2,2 400 pi²,,"4 906,00 $","468,00 $",,
"25, rue Horace-Thomas",459 990 $,Drummondville (St-Nicéphore),Centre-du-Québec,3,1,1,2,1 300 pi²,,,,,
"105-1025, rue de la Commune Est",715 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,1,,,1,773 pi²,,"3 205,56 $","421,50 $","1 038,00 $",
,275 000 $Prix de vente fourni par le vendeur à DuProprio.,Beauport,Québec Rive-Nord,2,1,,1,"1,150 pi²",,,,,
"5770, impasse Marcel-Breault",395 000 $,St-Hyacinthe,Montérégie (Rive-Sud Montréal),3,1,1,2,1 298 pi²,,"2 527,16 $","210,85 $","1 300,00 $",
"209-211, rue Commercial",250 000 $,St-Henri-de-Lévis,Chaudière-Appalaches,4,,,,,,"2 251,22 $","134,45 $",,"2 000,00 $"
"12139, rue Letellier",775 000 $,Ahuntsic / Cartierville,Montréal / l'Île,3,1,,,,,"3 120,39 $","781,12 $","3 892,00 $","3 300,00 $"
"7001, rue Ludger-Ruelland",410 000 $,Lévis,Québec Rive-Sud (Lévis),4,1,1,2,1 457.43 pi²,,"2 955,00 $","271,00 $","2 868,00 $","1 193,00 $"
rue Selena,118 000 $,East Angus,Estrie,,,,,,,"712,00 $",,,
"2475, chemin des Cypres",339 000 $,St-Michel-Des-Saints,Lanaudière,2,,,2,1 150 pi²,,"1 344,81 $","122,89 $","2 500,00 $","1 000,00 $"
"501, rue Jean-François-Drouin",303 900 $,Beauport,Québec Rive-Nord,2,1,1,1,1 180 pi²,,,,,
"2060, rue Brahms",535 000 $,Drummondville (Drummondville),Centre-du-Québec,3,,1,1,1 056 pi²,,"2 880,00 $","239,00 $","3 000,00 $","750,00 $"
"5, 14e Rue",325 000 $,Port-Cartier,Côte-Nord,6,,,3,2 900 pi²,,"3 208,48 $","176,32 $","401,00 $",
"61, rue du Coteau-Laliberté",369 000 $,Lévis,Québec Rive-Sud (Lévis),2,,,1,988 pi²,,"2 709,62 $","225,45 $","1 895,44 $","1 140,14 $"
"43, Rang de la Première-Chaloupe Ouest",839 000 $,ND-Des-Prairies,Lanaudière,4,,1,1,1 600 pi²,,"4 589,00 $","503,00 $","2 000,00 $","1 500,00 $"
"5-235, rue de Bellechasse",399 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,,1,700 pi²,,"1 635,00 $","205,00 $","630,00 $",
"840, rue du Séchoir",474 000 $,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,4,1,1,2,1 554.2 pi²,,"4 307,71 $","297,82 $","1 893,84 $","1 546,00 $"
"638, boulevard Iberville",575 000 $,Repentigny (Repentigny),Lanaudière,6,1,1,1,1 200 pi²,,"3 697,00 $","328,00 $","977,00 $",
,,Anjou,Montréal / l'Île,3,1,1,2,1 583 pi²,,,,,
"27, rue J.-B.-D'Amour",629 000 $,Mercier,Montérégie (Rive-Sud Montréal),4,,,1,1 100 pi²,,"3 835,39 $","369,22 $","2 272,00 $","935,00 $"
"234, rue Principale",449 000 $,Ste-Cécile-De-Milton,Estrie,4,,,2,2 952 pi²,,"1 586,73 $","207,04 $","3 193,87 $","2 246,49 $"
"545, rue Primeau",455 000 $,St-Eustache,Laurentides,3,1,1,2,1 320 pi²,,"2 392,00 $","234,44 $",,
"109-4800, rue Bossuet",279 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,1,1,,1,482 pi²,,"1 157,02 $","123,67 $","800,00 $",
"303-1100, rue Albert-Charpentier",427 000 $,Sherbrooke (Jacques-Cartier),Estrie,3,1,1,2,1 440 pi²,,"2 991,83 $","234,26 $","600,00 $","269,00 $"
", rue Bouthillier",300 000 $,Carignan,Montérégie (Rive-Sud Montréal),,,,,,,,,,
"676, montée Saint-Elmire",725 000 $,St-Sauveur,Laurentides,2,1,1,2,1 670 pi²,,"2 638,00 $","288,88 $","3 789,00 $",
"4162, chemin de l'Église",485 000 $,Jonquière (Lac-Kénogami),Saguenay-Lac-Saint-Jean,2,1,1,2,1 152 pi²,,"2 275,00 $","140,70 $","114,00 $","135,25 $"
"339, route du Fleuve",699 000 $,ND-Du-Portage,Bas-Saint-Laurent,2,,,2,2 480 pi²,,"3 283,27 $","380,08 $","3 320,00 $","643,00 $"
"1-267, rue Simoneau",299 000 $,Windsor,Estrie,3,1,1,1,1 800 pi²,,"2 600,00 $","119,97 $",,
"1106, chemin Saint-Antoine",1 083 000 $,Ste-Dorothée,Laval,5,,1,2,2 220 pi²,,,,,
", rue du Parcours",349 900 $,St-Jérôme (Bellefeuille),Laurentides,,,,,,,"782,60 $","80,00 $",,
"1740, boulevard des Chenaux",695 000 $,Trois-Rivières (Trois-Rivières),Mauricie,3,,,2,1 680 pi²,,"6 898,00 $","420,00 $",,
"14, chemin John-Patrick-Payne",363 925 $,Stoneham,Québec Rive-Nord,2,1,1,2,,,,,,
"17, rue du Vison",789 000 $,Gore,Laurentides,3,,,1,1 225 pi²,,"3 523,00 $","287,00 $","3 500,00 $",
"22, croissant du Chenal",699 000 $,Terrebonne (Lachenaie),Lanaudière,5,,1,2,1 868 pi²,,"4 014,99 $","399,55 $","2 898,36 $","1 995,79 $"
"3815, rue Kensington",578 900 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,,1,2,1 600 pi²,,,,,
1810 rue Laure-Conan,329 900 $,St-Hyacinthe,Montérégie (Rive-Sud Montréal),2,1,,2,1 184 pi²,,,,,
2467-2471 rue des Salicaires,778 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),4,,1,,,,,,,
Nom de rue à venir - Par les Habitations André Lemaire,385 820 $,Drummondville (Drummondville),Centre-du-Québec,2,1,,1,1 040 pi²,,,,,
"21, Montée du Parc",329 998 $,Château-Richer,Québec Rive-Nord,3,1,1,3,1 120 pi²,,,,,
"125, rue de l'Académie",284 900 $,Victoriaville,Centre-du-Québec,3,,,1,1 162.50 pi²,,"2 351,26 $","143,46 $","1 710,00 $",
"62, chemin du Lac-Clair",169 900 $,Val-Des-Monts (Perkins),Outaouais,,,,,,,,,,
"11, chemin Lacroix",599 000 $,ND-De-La-Salette,Outaouais,4,,,1,"2,600 pi²",,"2 370,91 $",,"2 400,00 $","3 100,00 $"
"3110, rue Denis-Diderot",1 658 000 $,Chomedey,Laval,4,,1,2,3 073 pi²,,"7 194,11 $","862,66 $",,
"102-1665, boulevard du Souvenir",299 000 $,Laval-des-Rapides,Laval,2,1,,1,985 pi²,,"2 098,00 $","206,00 $",,
"231, 57e Avenue",174 000 $,St-Côme,Lanaudière,3,1,,2,,,"1 288,32 $","60,29 $","976,94 $","456,71 $"
"15, rue Saint-Patrick",350 000 $,Pont-Rouge,Portneuf,4,,,2,1 496 pi²,,"2 405,33 $","450,00 $","2 200,00 $","1 500,00 $"
"121, 1er rang de Shenley Nord",239 999 $,St-Martin,Chaudière-Appalaches,3,1,1,1,,,,,,
"1650, route 321 Nord",489 000 $,Duhamel,Outaouais,11,,,,,,"2 450,00 $",,,
"4154, avenue du Tour-du-Lac",374 999 $,Shawinigan (Shawinigan),Mauricie,2,1,,1,1 089.3 pi²,,"3 516,83 $","190,00 $","200,00 $","785,00 $"
"927, rue Principale",375 000 $,ND-De-Stanbridge,Estrie,2,1,,1,"1,170 pi²",,"2 436,95 $","149,13 $",,
"330, rue Marquette",595 000 $,Gatineau (Gatineau),Outaouais,4,,1,2,1 600 pi²,,"3 524,77 $","249,67 $",,
"303, 2e rue de la Pointe",1 140 000 $,Shawinigan (Shawinigan),Mauricie,,,,,,,"12 386,53 $","519,80 $",,
"204-600, place Juge Desnoyers",525 000 $,Pont-Viau,Laval,2,1,,1,970 pi²,,"2 584,00 $","271,00 $","585,00 $","804,00 $"
"1207, rue Bagot",739 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),7,,,,,,"4 279,89 $","445,90 $",,"1 449,70 $"
"375, rue Latour",599 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,,,1,38.09x28.22 pi,,"3 184,29 $","315,87 $",,
"1449, rue Barrette",375 000 $,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),2,,1,1,750.78 pi²,,"2 305,72 $","199,56 $","2 400,00 $",
"102, chemin Beausoleil",74 500 $,St-Adolphe-D'Howard,Laurentides,,,,,,,"305,59 $",,,
,695 000 $Prix de vente fourni par le vendeur à DuProprio.,Brossard,Montérégie (Rive-Sud Montréal),5,,,1,"1,240 pi²",,,,,
"B-182, rue Sainte-Marie Sud",279 000 $,Chicoutimi (Chicoutimi-Nord),Saguenay-Lac-Saint-Jean,5,,,,,,"4 440,00 $",,,"306,00 $"
"8085, rue du Sirocco",475 000 $,Charny,Québec Rive-Sud (Lévis),,,,,,,"8 106,00 $","274,00 $","2 980,68 $","1 778,52 $"
"95, chemin des Bâtisseurs",989 000 $,Val-Des-Monts,Outaouais,5,,1,2,2 826.6 pi²,,"5 199,46 $","600,00 $",,
"26, rue Guy-Linteau",315 000 $,Ste-Catherine-de-la-JC,Québec Rive-Nord,4,1,,1,640 pi²,,"2 451,31 $","172,93 $",,
"1370, rue Bellevue",1 250 000 $,Carignan,Montérégie (Rive-Sud Montréal),3,1,,2,1 100 pi²,,"1 896,50 $","385,89 $","2 200,00 $","2 500,00 $"
"1732, rue de la Matapédia",669 900 $,Repentigny (Repentigny),Lanaudière,4,,1,2,1 455 pi²,,"4 158,33 $","360,25 $","1 833,60 $","1 113,00 $"
"381, rue Laliberté",210 000 $,Alma,Saguenay-Lac-Saint-Jean,3,,,1,675 pi²,,"1 714,55 $","123,80 $","1 018,00 $","1 118,34 $"
"2214, chemin des Villas",745 000 $,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,5,,,2,1 710 pi²,,,,,
"18-1234, boulevard de Montarville",345 000 $,Boucherville,Montérégie (Rive-Sud Montréal),3,1,,1,940 pi²,,"1 770,00 $","205,00 $",,
"3-3A, rue Jauran",549 000 $,Blainville,Laurentides,4,,,1,992 pi²,,"2 836,45 $","276,51 $",,
,159 000 $Prix de vente fourni par le vendeur à DuProprio.,St-Denis-De-Brompton,Estrie,,,,,,,,,,
13700-13702 RUE DU TANNEUR,539 900 $,Mirabel (St-Canut),Laurentides,3,1,,1,,,"2 341,00 $","355,00 $",,
"505-6550, boulevard Henri-Bourassa Ouest",350 000 $,Saint-Laurent,Montréal / l'Île,1,1,1,1,631 pi²,,"1 850,00 $","220,00 $","720,00 $","300,00 $"
"474-476, rue Émile-Grouard",274 000 $,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,3,1,,,,,"2 917,00 $","129,00 $","3 000,00 $",
"1770, rue Laure-Conan",499 900 $,St-Hyacinthe,Montérégie (Rive-Sud Montréal),3,1,1,1,1 740 pi²,,"3 182,55 $","315,64 $",,
"4658, rue Dutrisac",1 228 000 $,Chomedey,Laval,4,,1,2,2 151.7 pi²,,"5 752,00 $","612,00 $","3 120,00 $","1 440,00 $"
"2570, boulevard de la Renaissance",429 000 $,Ste-Rose,Laval,3,,1,2,1 033.34 pi²,,"2 395,00 $","244,00 $","1 500,00 $",
"1590, rue Joseph-Boivin",535 000 $,Trois-Rivières (St-Louis-De-France),Mauricie,4,,1,1,,,"3 400,00 $","192,00 $",,
"51, 17e Avenue",325 000 $,Drummondville (Drummondville),Centre-du-Québec,3,1,1,1,39.93x28.02 pi,,"1 719,00 $","134,00 $",,
"156, rue George-Slack",724 900 $,Granby,Estrie,4,,,1,1 420 pi²,,"3 597,00 $","355,00 $",,
"3187, rue Drouin",319 000 $,Lac-Mégantic,Estrie,3,,,1,959 pi²,,"2 835,50 $","140,11 $","1 160,00 $","980,00 $"
"509, rue du Pain de Sucre",1 279 000 $,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),4,,1,2,2 472 pi²,,"5 730,30 $","605,08 $","2 484,00 $",
"107, 3e Avenue Nord",99 000 $,St-Gedeon-De-Beauce,Chaudière-Appalaches,3,1,,2,1 054 pi²,,,,,
,315 000 $Prix de vente fourni par le vendeur à DuProprio.,St-Jean-Chrysostome,Québec Rive-Sud (Lévis),3,1,1,1,672 pi²,,,,,
"6594-6598, avenue de Lorimier",1 365 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,3,,1,,,,"6 268,88 $","763,00 $","2 500,00 $","2 407,00 $"
,290 000 $Prix de vente fourni par le vendeur à DuProprio.,Granby,Estrie,2,1,,1,1 088 pi²,,,,,
"868-872, rue Richard",549 000 $,Joliette,Lanaudière,8,,,,,,"3 762,00 $","299,00 $","1 700,00 $","3 064,00 $"
"3600, place Élie-Auclair",975 000 $,Ahuntsic / Cartierville,Montréal / l'Île,4,,1,2,2 280 pi²,,"4 636,69 $","382,15 $","3 685,30 $",
"100, rue des Lilas",557 000 $,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),4,,,1,1 089 pi²,,"2 774,18 $","259,34 $","1 387,58 $","1 096,00 $"
"2137, rue des Jacinthes",319 000 $,Alma,Saguenay-Lac-Saint-Jean,2,,,1,1 053 pi²,,"2 174,00 $","169,00 $","1 750,00 $",
"1028, rue de Condé",649 000 $,St-Jérôme (Bellefeuille),Laurentides,3,,,1,"1,200 pi²",,"5 047,82 $","342,79 $","2 500,00 $","890,00 $"
chemin Gosford,339 000 $,Shannon,Québec Rive-Nord,3,1,1,2,1 152 pi²,,,,,
"444, rue des Sizerins",689 000 $,St-Nicolas,Québec Rive-Sud (Lévis),5,,1,2,2 527 pi²,,"4 743,00 $","460,00 $","4 200,00 $",
"4723, chemin du Lac-Noir",485 000 $,Wentworth-Nord,Laurentides,2,1,,1,1 339 pi²,,"2 610,01 $","231,08 $","1 200,00 $","1 330,00 $"
rue Carmelle-Boutin,440 500 $,Blainville,Laurentides,2,,1,2,1 322 pi²,,,,,
", rue des Hérons",175 000 $,Val-des-Sources,Estrie,,,,,,,"205,95 $",,,
"368, rue des Chutes-Wilson",1 299 000 $,St-Jérôme (Lafontaine),Laurentides,5,,1,2,2 860 pi²,,"7 200,00 $","585,00 $","2 275,00 $","2 900,00 $"
"1, Rue de Montjay",1 495 000 $,Blainville,Laurentides,5,,1,1,1 800 pi²,,,,,
"1803, rue Fullum",449 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,2,1,,1,912 pi²,,"1 957,25 $","247,89 $","1 600,00 $","1 108,67 $"
rue Marie-Desjardins,530 550 $,Boisbriand,Laurentides,3,1,1,2,,,,,,
"332, avenue Maple",1 140 000 $,St-Lambert,Montérégie (Rive-Sud Montréal),3,,,2,1 800 pi²,,"8 460,00 $","800,00 $","2 000,00 $","1 840,00 $"
"553-355, rue Mathieu-Da Costa",388 500 $,Lebourgneuf,Québec Rive-Nord,2,1,,1,1 240 pi²,,"3 155,00 $","248,00 $","1 320,00 $",
"204-390, place du Louvre",464 900 $,Mascouche,Lanaudière,2,1,,1,1 250 pi²,,"2 945,63 $","245,62 $","480,00 $",
"4380, chemin du Parc-National",989 000 $,Shawinigan (Grand-Mère),Mauricie,2,1,1,2,1 600 pi²,,"8 041,00 $","438,00 $","3 840,00 $",
"1554, Rue Sylvia-Duplessis",641 700 $,Sherbrooke (Fleurimont),Estrie,3,,,1,2 096 pi²,,,,,
"971, rue des Chenilles",623 000 $,St-Lazare,Montérégie Ouest,3,,1,2,1 349 pi²,,"3 339,00 $","300,00 $","1 500,00 $","803,00 $"
"616, rue Napoléon",179 900 $,Saint-Sauveur,Québec Rive-Nord,1,1,1,1,465 pi²,,"1 733,55 $","105,41 $",,"461,07 $"
"2160, rue Brahms",168 000 $,Drummondville (Drummondville),Centre-du-Québec,,,,,,,,,,
"1400, rue Blanchard",340 000 $,St-Edmond-De-Grantham,Centre-du-Québec,2,1,,1,1 202 pi²,,"1 012,00 $","160,00 $","1 160,00 $","956,00 $"
"223, rue Larocque",655 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),4,,,1,1 252.92 pi²,,"3 744,28 $","386,96 $","2 386,98 $","912,33 $"
"108-1610, rue McNamara",335 900 $,Chomedey,Laval,2,1,,1,957 pi²,,"1 706,40 $","152,72 $","1 800,00 $","700,00 $"
"350, 45e Avenue",299 900 $,Laval-Ouest,Laval,2,1,,1,606 pi²,,"1 648,86 $","143,55 $",,
,315 000 $Prix de vente fourni par le vendeur à DuProprio.,Lévis,Québec Rive-Sud (Lévis),3,1,1,1,1 036 pi²,,,,,
"414-1, avenue Viger Ouest",475 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,1,1,,1,425 pi²,,,,"960,00 $","600,00 $"
"13, chemin John-Patrick-Payne",349 900 $,Stoneham,Québec Rive-Nord,2,1,1,2,,,,,,
"36, rue Ozias-Leduc",425 000 $,St-Charles-Borromée,Lanaudière,4,1,1,1,1 041.95 pi²,,"2 104,05 $","220,97 $","1 682,00 $","865,00 $"
"4685, rue George-M.-Fairchild",293 000 $,Cap-Rouge,Québec Rive-Nord,,,,,,,,,,
"A1-148, boulevard de Bromont",646 000 $,Bromont,Estrie,3,1,1,2,1 392.06 pi²,,"3 600,00 $","358,00 $","875,00 $","1 250,00 $"
"507 B, boulevard de l'Assomption",788 000 $,Repentigny (Repentigny),Lanaudière,4,,1,2,1 399 pi²,,"4 015,00 $","360,00 $","1 440,00 $","1 500,00 $"
"976, 3e Avenue",495 000 $,Fabreville,Laval,3,1,1,2,1 600 pi²,,,,,
"25, rue de Castillou",609 000 $,Gatineau (Gatineau),Outaouais,4,,1,3,1 733 pi²,,"4 513,94 $","336,95 $","2 147,00 $","1 091,09 $"
"5960, rue Lafleur",585 000 $,St-Hyacinthe (Douville),Montérégie (Rive-Sud Montréal),5,,,1,1 073.25 pi²,,"2 812,54 $","267,22 $","1 126,00 $","1 600,00 $"
"201-203, rue Saint-Damien",325 000 $,Drummondville (Drummondville),Centre-du-Québec,4,,,,,,"2 594,93 $","172,61 $",,"1 032,00 $"
"1757, chemin du Tour-du-Lac Nord",299 900 $,Lac-Sergent,Portneuf,3,1,,1,1 040 pi²,,"1 172,00 $","85,00 $",,
"8815, rue Suzor-Côté",849 000 $,Mirabel (St-Augustin),Laurentides,4,,1,2,2 186.58 pi²,,"2 525,40 $","520,68 $",,
"203, rue Baribeau",590 000 $,Val-d'Or,Abitibi-Témiscamingue,3,1,1,2,1 723.95 pi²,,"4 317,00 $","396,00 $","2 500,00 $","1 100,00 $"
"592, chemin de la Clairière",729 000 $,Piedmont,Laurentides,3,,,2,1 181 pi²,,"3 285,30 $","300,00 $","175,00 $",
"2920, rue de Brasilia",550 000 $,Neufchatel,Québec Rive-Nord,4,,1,2,1 552 pi²,,"4 263,00 $","370,00 $","3 000,00 $","1 200,00 $"
"142, rue du Carbone",595 000 $,Boischatel,Québec Rive-Nord,4,,,1,1 252 pi²,,"4 619,57 $","402,40 $","2 800,00 $",
"609, avenue des Émeraudes",569 000 $,Ste-Marie,Chaudière-Appalaches,4,,1,2,2 041.05 pi²,,"5 069,27 $","348,92 $","5 143,56 $","900,00 $"
"402-201, rue Charlotte",324 900 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,1,1,,1,454.24 pi²,,"1 585,00 $","189,00 $",,
"2111, chemin Simard",55 000 $,Lac-Aux-Sables,Mauricie,,,,,,,,,,
Avenue de Clignancourt,357 500 $,St-Jérôme (St-Jérôme),Laurentides,2,1,,1,,,,,,
"1780, rue Jean-Baptiste-Peuvret",310 000 $,Ste-Foy,Québec Rive-Nord,4,,,1,833.34 pi²,,"2 707,00 $","221,00 $","968,00 $","684,00 $"
"5-60, rue Joseph-Hamelin",375 000 $,Ste-Therese,Laurentides,3,1,,1,1 050.56 pi²,,"3 053,79 $","171,83 $","672,00 $","396,00 $"
"7-1229, rue Joseph-Janot",289 900 $,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,2,1,,3,819.89 pi²,,"1 316,48 $","121,14 $","800,00 $","300,00 $"
"378, rue Connaught",779 000 $,Otterburn Park,Montérégie (Rive-Sud Montréal),3,,,2,1 428 pi²,,"4 410,00 $","430,00 $","2 198,00 $","1 179,00 $"
"102-6275, rue Alma",675 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,1,2,1 030 pi²,,"3 372,47 $","423,22 $","1 022,55 $","544,00 $"
"17170, rue des Orchidées",781 909 $,Mirabel (Mirabel en Haut),Laurentides,2,1,1,1,1 723 pi²,,"3 600,00 $",,,
rue d'Huntingdon,869 000 $,Dunham,Estrie,4,,,2,1 472 pi²,,,,,
3600 rue Rachel Est,383 900 $,Rosemont / La Petite Patrie,Montréal / l'Île,2,1,,1,,,,,,
rue Barbizon,445 900 $,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),3,1,1,2,1 352 pi²,,,,,
229 rue Hector-Bilodeau,500 000 $,St-Donat,Lanaudière,2,,,1,,,,,,
,395 000 $Prix de vente fourni par le vendeur à DuProprio.,St-Hyacinthe,Montérégie (Rive-Sud Montréal),3,1,1,1,872 pi²,,,,,
,185 000 $Prix de vente fourni par le vendeur à DuProprio.,Charny,Québec Rive-Sud (Lévis),2,1,,1,980 pi²,,,,,
"1205, rue du Bellay",499 900 $,Ste-Foy,Québec Rive-Nord,03,,,2,1 500 pi²,,"3 500,00 $",,,
"5-83, rue Pierre-Laporte",289 000 $,St-Eustache,Laurentides,2,1,,1,902.66 pi²,,"1 791,00 $","122,00 $","645,00 $","373,23 $"
"810, rue Giard",495 000 $,Contrecoeur,Montérégie (Rive-Sud Montréal),3,,,1,1 428 pi²,,"2 805,00 $","305,00 $","2 684,00 $","1 150,00 $"
,520 000 $Prix de vente fourni par le vendeur à DuProprio.,St-Augustin-De-Desmaures,Québec Rive-Nord,6,,1,2,1 500 pi²,,,,,
"401-3205, rue France-Prime",205 000 $,Ste-Foy,Québec Rive-Nord,2,1,,1,876 pi²,,"1 870,13 $","132,33 $",,
"201-215, rue du Géranium",399 000 $,St-Constant,Montérégie (Rive-Sud Montréal),2,1,,1,1 079 pi²,,"2 235,60 $","206,08 $","900,00 $",
"8080, rue des Ormes",569 900 $,Mirabel (St-Augustin),Laurentides,5,,,1,1 056 pi²,,"1 667,00 $","263,10 $","2 600,00 $",
"1201, rue Guillemette",411 000 $,St-Rédempteur,Québec Rive-Sud (Lévis),4,,,1,1 008 pi²,,"2 438,40 $","197,87 $","1 308,24 $","1 440,80 $"
"1730, chemin St-Georges",460 000 $,Ste-Thecle,Mauricie,3,1,1,2,1 845 pi²,,"1 904,00 $","159,00 $","2 400,00 $","1 650,26 $"
"122, rue Leclerc",624 999 $,Beloeil,Montérégie (Rive-Sud Montréal),4,,,1,1 052 pi²,,"3 045,40 $","311,65 $","2 208,00 $","1 023,00 $"
"600, rue Eastern",2 500 000 $,Waterloo,Estrie,15,,,2,"8,118 pi²",,"6 755,30 $","421,40 $","4 115,00 $","15 681,00 $"
"1833, rue du Chèvrefeuille",399 500 $,Sherbrooke (Fleurimont),Estrie,3,1,1,2,"1,349 pi²",,"2 700,00 $","190,00 $","1 900,00 $","700,00 $"
", rue de l'Érablière",Prix sur demande,Ste-Claire,Chaudière-Appalaches,,,,,,,,,,
"6315, rue Salvail",619 900 $,Auteuil,Laval,5,,1,2,1 237.85 pi²,,"3 319,00 $","750,00 $","2 700,00 $","1 218,00 $"
"78, avenue des Neiges",398 000 $,St-Côme,Lanaudière,3,1,1,2,1 250 pi²,,"1 833,03 $","173,40 $","771,62 $",
"12-500, rue Saint-Paul Est",449 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,1,1,,1,675 pi²,,"2 222,00 $","285,00 $","600,00 $","216,00 $"
", chemin du Versant",238 000 $,Petite-Rivière-St-François,Charlevoix,,,,,,,"820,38 $","221,00 $",,
"1915, place Georges-Lambert",345 000 $,Trois-Rivières (Trois-Rivières),Mauricie,3,,1,1,1 385.32 pi²,,"2 784,94 $","158,60 $","2 400,00 $","937,40 $"
"17662, rue de Chenonceau",492 500 $,Mirabel (Domaine-Vert Nord),Laurentides,3,1,1,2,1 506 pi²,,"1 762,19 $","217,19 $",,
